Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Early Syphilis,San Mateo,2016,Female,4,389679,1,0.3,2.6,*
Early Syphilis,San Mateo,2016,Male,109,378828,28.8,23.6,34.7,
Early Syphilis,San Mateo,2016,Total,113,768507,14.7,12.1,17.7,
Early Syphilis,San Mateo,2017,Female,6,391573,1.5,0.6,3.3,*
Early Syphilis,San Mateo,2017,Male,118,381327,30.9,25.6,37.1,
Early Syphilis,San Mateo,2017,Total,124,772900,16,13.3,19.1,
Early Syphilis,Santa Barbara,2001,Female,0,201546,0,0,1.8,#
Early Syphilis,Santa Barbara,2001,Male,3,201896,1.5,0.3,4.3,*
Early Syphilis,Santa Barbara,2001,Total,3,403442,0.7,0.2,2.2,*
Early Syphilis,Santa Barbara,2002,Female,0,202843,0,0,1.8,#
Early Syphilis,Santa Barbara,2002,Male,2,203289,1,0.1,3.6,*
Early Syphilis,Santa Barbara,2002,Total,2,406132,0.5,0.1,1.8,*
Early Syphilis,Santa Barbara,2003,Female,0,204367,0,0,1.8,#
Early Syphilis,Santa Barbara,2003,Male,2,205145,1,0.1,3.5,*
Early Syphilis,Santa Barbara,2003,Total,2,409512,0.5,0.1,1.8,*
Early Syphilis,Santa Barbara,2004,Female,0,205110,0,0,1.8,#
Early Syphilis,Santa Barbara,2004,Male,2,206080,1,0.1,3.5,*
Early Syphilis,Santa Barbara,2004,Total,2,411190,0.5,0.1,1.8,*
Early Syphilis,Santa Barbara,2005,Female,0,205279,0,0,1.8,#
Early Syphilis,Santa Barbara,2005,Male,3,206404,1.5,0.3,4.2,*
Early Syphilis,Santa Barbara,2005,Total,3,411683,0.7,0.2,2.1,*
Early Syphilis,Santa Barbara,2006,Female,0,205752,0,0,1.8,#
Early Syphilis,Santa Barbara,2006,Male,4,207101,1.9,0.5,4.9,*
Early Syphilis,Santa Barbara,2006,Total,4,412853,1,0.3,2.5,*
Early Syphilis,Santa Barbara,2007,Female,0,207530,0,0,1.8,#
Early Syphilis,Santa Barbara,2007,Male,10,209118,4.8,2.3,8.8,*
Early Syphilis,Santa Barbara,2007,Total,10,416648,2.4,1.2,4.4,*
Early Syphilis,Santa Barbara,2008,Female,1,209105,0.5,0,2.7,*
Early Syphilis,Santa Barbara,2008,Male,20,210865,9.5,5.8,14.6,
Early Syphilis,Santa Barbara,2008,Total,21,419970,5,3.1,7.6,
Early Syphilis,Santa Barbara,2009,Female,0,210296,0,0,1.8,#
Early Syphilis,Santa Barbara,2009,Male,11,212127,5.2,2.6,9.3,*
Early Syphilis,Santa Barbara,2009,Total,11,422423,2.6,1.3,4.7,*
Early Syphilis,Santa Barbara,2010,Female,0,210962,0,0,1.7,#
Early Syphilis,Santa Barbara,2010,Male,5,212605,2.4,0.8,5.5,*
Early Syphilis,Santa Barbara,2010,Total,5,423567,1.2,0.4,2.8,*
Early Syphilis,Santa Barbara,2011,Female,0,211702,0,0,1.7,#
Early Syphilis,Santa Barbara,2011,Male,4,213652,1.9,0.5,4.8,*
Early Syphilis,Santa Barbara,2011,Total,4,425354,0.9,0.3,2.4,*
Early Syphilis,Santa Barbara,2012,Female,0,213937,0,0,1.7,#
Early Syphilis,Santa Barbara,2012,Male,10,216381,4.6,2.2,8.5,*
Early Syphilis,Santa Barbara,2012,Total,10,430318,2.3,1.1,4.3,*
Early Syphilis,Santa Barbara,2013,Female,0,216155,0,0,1.7,#
Early Syphilis,Santa Barbara,2013,Male,23,219174,10.5,6.7,15.7,
Early Syphilis,Santa Barbara,2013,Total,24,435329,5.5,3.5,8.2,
Early Syphilis,Santa Barbara,2014,Female,3,218335,1.4,0.3,4,*
Early Syphilis,Santa Barbara,2014,Male,27,221755,12.2,8,17.7,
Early Syphilis,Santa Barbara,2014,Total,30,440090,6.8,4.6,9.7,
Early Syphilis,Santa Barbara,2015,Female,7,220418,3.2,1.3,6.5,*
Early Syphilis,Santa Barbara,2015,Male,55,224073,24.5,18.5,31.9,
Early Syphilis,Santa Barbara,2015,Total,62,444491,13.9,10.7,17.9,
Early Syphilis,Santa Barbara,2016,Female,11,221867,5,2.5,8.9,*
Early Syphilis,Santa Barbara,2016,Male,42,225442,18.6,13.4,25.2,
Early Syphilis,Santa Barbara,2016,Total,53,447309,11.8,8.9,15.5,
Early Syphilis,Santa Barbara,2017,Female,11,223219,4.9,2.5,8.8,*
Early Syphilis,Santa Barbara,2017,Male,61,226997,26.9,20.6,34.5,
Early Syphilis,Santa Barbara,2017,Total,73,450216,16.2,12.7,20.4,
Early Syphilis,Santa Clara,2001,Female,4,836732,0.5,0.1,1.2,*
Early Syphilis,Santa Clara,2001,Male,17,856439,2,1.2,3.2,
Early Syphilis,Santa Clara,2001,Total,21,1693171,1.2,0.8,1.9,
Early Syphilis,Santa Clara,2002,Female,5,837293,0.6,0.2,1.4,*
Early Syphilis,Santa Clara,2002,Male,38,855869,4.4,3.1,6.1,
Early Syphilis,Santa Clara,2002,Total,43,1693162,2.5,1.8,3.4,
Early Syphilis,Santa Clara,2003,Female,6,838473,0.7,0.3,1.6,*
Early Syphilis,Santa Clara,2003,Male,67,855738,7.8,6.1,9.9,
Early Syphilis,Santa Clara,2003,Total,73,1694211,4.3,3.4,5.4,
Early Syphilis,Santa Clara,2004,Female,8,840509,1,0.4,1.9,*
Early Syphilis,Santa Clara,2004,Male,60,856410,7,5.3,9,
Early Syphilis,Santa Clara,2004,Total,68,1696919,4,3.1,5.1,
Early Syphilis,Santa Clara,2005,Female,3,842466,0.4,0.1,1,*
Early Syphilis,Santa Clara,2005,Male,61,857055,7.1,5.4,9.1,
Early Syphilis,Santa Clara,2005,Total,64,1699521,3.8,2.9,4.8,
Early Syphilis,Santa Clara,2006,Female,8,850345,0.9,0.4,1.9,*
Early Syphilis,Santa Clara,2006,Male,61,863494,7.1,5.4,9.1,
Early Syphilis,Santa Clara,2006,Total,69,1713839,4,3.1,5.1,
Early Syphilis,Santa Clara,2007,Female,8,862263,0.9,0.4,1.8,*
Early Syphilis,Santa Clara,2007,Male,77,874064,8.8,7,11,
Early Syphilis,Santa Clara,2007,Total,85,1736327,4.9,3.9,6.1,
Early Syphilis,Santa Clara,2008,Female,10,874428,1.1,0.5,2.1,*
Early Syphilis,Santa Clara,2008,Male,56,885106,6.3,4.8,8.2,
Early Syphilis,Santa Clara,2008,Total,66,1759534,3.8,2.9,4.8,
Early Syphilis,Santa Clara,2009,Female,10,882602,1.1,0.5,2.1,*
Early Syphilis,Santa Clara,2009,Male,77,892288,8.6,6.8,10.8,
Early Syphilis,Santa Clara,2009,Total,87,1774890,4.9,3.9,6,
Early Syphilis,Santa Clara,2010,Female,4,891658,0.4,0.1,1.1,*
Early Syphilis,Santa Clara,2010,Male,108,898527,12,9.9,14.5,
Early Syphilis,Santa Clara,2010,Total,112,1790185,6.3,5.2,7.5,
Early Syphilis,Santa Clara,2011,Female,6,902486,0.7,0.2,1.4,*
Early Syphilis,Santa Clara,2011,Male,95,911500,10.4,8.4,12.7,
Early Syphilis,Santa Clara,2011,Total,101,1813986,5.6,4.5,6.8,
Early Syphilis,Santa Clara,2012,Female,6,914927,0.7,0.2,1.4,*
Early Syphilis,Santa Clara,2012,Male,141,925655,15.2,12.8,18,
Early Syphilis,Santa Clara,2012,Total,147,1840582,8,6.7,9.4,
Early Syphilis,Santa Clara,2013,Female,13,927249,1.4,0.7,2.4,
Early Syphilis,Santa Clara,2013,Male,197,939587,21,18.1,24.1,
Early Syphilis,Santa Clara,2013,Total,210,1866836,11.2,9.8,12.9,
Early Syphilis,Santa Clara,2014,Female,17,939185,1.8,1.1,2.9,
Early Syphilis,Santa Clara,2014,Male,160,953507,16.8,14.3,19.6,
Early Syphilis,Santa Clara,2014,Total,178,1892692,9.4,8.1,10.9,
Early Syphilis,Santa Clara,2015,Female,12,951834,1.3,0.7,2.2,
Early Syphilis,Santa Clara,2015,Male,215,966943,22.2,19.4,25.4,
Early Syphilis,Santa Clara,2015,Total,227,1918777,11.8,10.3,13.5,
Early Syphilis,Santa Clara,2016,Female,37,958257,3.9,2.7,5.3,
Early Syphilis,Santa Clara,2016,Male,316,974570,32.4,28.9,36.2,
Early Syphilis,Santa Clara,2016,Total,353,1932827,18.3,16.4,20.3,
Early Syphilis,Santa Clara,2017,Female,44,963745,4.6,3.3,6.1,
Early Syphilis,Santa Clara,2017,Male,369,981720,37.6,33.9,41.6,
Early Syphilis,Santa Clara,2017,Total,413,1945465,21.2,19.2,23.4,
Early Syphilis,Santa Cruz,2001,Female,1,128410,0.8,0,4.3,*
Early Syphilis,Santa Cruz,2001,Male,1,127756,0.8,0,4.4,*
Early Syphilis,Santa Cruz,2001,Total,2,256166,0.8,0.1,2.8,*
Early Syphilis,Santa Cruz,2002,Female,0,128115,0,0,2.9,#
Early Syphilis,Santa Cruz,2002,Male,4,127475,3.1,0.9,8,*
Early Syphilis,Santa Cruz,2002,Total,4,255590,1.6,0.4,4,*
Early Syphilis,Santa Cruz,2003,Female,2,127867,1.6,0.2,5.7,*
Early Syphilis,Santa Cruz,2003,Male,10,127255,7.9,3.8,14.5,*
Early Syphilis,Santa Cruz,2003,Total,12,255122,4.7,2.4,8.2,
Early Syphilis,Santa Cruz,2004,Female,0,127676,0,0,2.9,#
Early Syphilis,Santa Cruz,2004,Male,9,127160,7.1,3.2,13.4,*
Early Syphilis,Santa Cruz,2004,Total,9,254836,3.5,1.6,6.7,*
Early Syphilis,Santa Cruz,2005,Female,2,127593,1.6,0.2,5.7,*
Early Syphilis,Santa Cruz,2005,Male,3,127132,2.4,0.5,6.9,*
Early Syphilis,Santa Cruz,2005,Total,5,254725,2,0.6,4.6,*
Early Syphilis,Santa Cruz,2006,Female,0,127995,0,0,2.9,#
Early Syphilis,Santa Cruz,2006,Male,6,127491,4.7,1.7,10.2,*
Early Syphilis,Santa Cruz,2006,Total,6,255486,2.3,0.9,5.1,*
Early Syphilis,Santa Cruz,2007,Female,0,129047,0,0,2.9,#
Early Syphilis,Santa Cruz,2007,Male,3,128554,2.3,0.5,6.8,*
Early Syphilis,Santa Cruz,2007,Total,3,257601,1.2,0.2,3.4,*
Early Syphilis,Santa Cruz,2008,Female,0,130193,0,0,2.8,#
Early Syphilis,Santa Cruz,2008,Male,4,129680,3.1,0.8,7.9,*
Early Syphilis,Santa Cruz,2008,Total,4,259873,1.5,0.4,3.9,*
Early Syphilis,Santa Cruz,2009,Female,0,131177,0,0,2.8,#
Early Syphilis,Santa Cruz,2009,Male,10,130735,7.6,3.7,14.1,*
Early Syphilis,Santa Cruz,2009,Total,10,261912,3.8,1.8,7,*
Early Syphilis,Santa Cruz,2010,Female,1,131464,0.8,0,4.2,*
Early Syphilis,Santa Cruz,2010,Male,12,130961,9.2,4.7,16,
Early Syphilis,Santa Cruz,2010,Total,13,262425,5,2.6,8.5,
Early Syphilis,Santa Cruz,2011,Female,2,132825,1.5,0.2,5.4,*
Early Syphilis,Santa Cruz,2011,Male,23,132480,17.4,11,26,
Early Syphilis,Santa Cruz,2011,Total,25,265305,9.4,6.1,13.9,
Early Syphilis,Santa Cruz,2012,Female,1,133999,0.7,0,4.2,*
Early Syphilis,Santa Cruz,2012,Male,25,133827,18.7,12.1,27.6,
Early Syphilis,Santa Cruz,2012,Total,28,267826,10.5,6.9,15.1,
Early Syphilis,Santa Cruz,2013,Female,1,135314,0.7,0,4.1,*
Early Syphilis,Santa Cruz,2013,Male,31,135295,22.9,15.6,32.5,
Early Syphilis,Santa Cruz,2013,Total,32,270609,11.8,8.1,16.7,
Early Syphilis,Santa Cruz,2014,Female,5,135900,3.7,1.2,8.6,*
Early Syphilis,Santa Cruz,2014,Male,40,135960,29.4,21,40.1,
Early Syphilis,Santa Cruz,2014,Total,45,271860,16.6,12.1,22.1,
Early Syphilis,Santa Cruz,2015,Female,8,137186,5.8,2.5,11.5,*
Early Syphilis,Santa Cruz,2015,Male,43,137377,31.3,22.7,42.2,
Early Syphilis,Santa Cruz,2015,Total,51,274563,18.6,13.8,24.4,
Early Syphilis,Santa Cruz,2016,Female,5,137830,3.6,1.2,8.5,*
Early Syphilis,Santa Cruz,2016,Male,49,137924,35.5,26.3,47,
Early Syphilis,Santa Cruz,2016,Total,54,275754,19.6,14.7,25.6,
Early Syphilis,Santa Cruz,2017,Female,11,138127,8,4,14.2,*
Early Syphilis,Santa Cruz,2017,Male,62,138325,44.8,34.4,57.5,
Early Syphilis,Santa Cruz,2017,Total,73,276452,26.4,20.7,33.2,
Early Syphilis,Shasta,2001,Female,0,85413,0,0,4.3,#
Early Syphilis,Shasta,2001,Male,0,81621,0,0,4.5,#
Early Syphilis,Shasta,2001,Total,0,167034,0,0,2.2,#
Early Syphilis,Shasta,2002,Female,0,86616,0,0,4.3,#
Early Syphilis,Shasta,2002,Male,0,82962,0,0,4.4,#
Early Syphilis,Shasta,2002,Total,0,169578,0,0,2.2,#
Early Syphilis,Shasta,2003,Female,0,87754,0,0,4.2,#
Early Syphilis,Shasta,2003,Male,0,84233,0,0,4.4,#
Early Syphilis,Shasta,2003,Total,0,171987,0,0,2.1,#
Early Syphilis,Shasta,2004,Female,0,88487,0,0,4.2,#
Early Syphilis,Shasta,2004,Male,0,84982,0,0,4.3,#
Early Syphilis,Shasta,2004,Total,0,173469,0,0,2.1,#
Early Syphilis,Shasta,2005,Female,0,88842,0,0,4.2,#
Early Syphilis,Shasta,2005,Male,0,85412,0,0,4.3,#
Early Syphilis,Shasta,2005,Total,0,174254,0,0,2.1,#
Early Syphilis,Shasta,2006,Female,0,89291,0,0,4.1,#
Early Syphilis,Shasta,2006,Male,1,85947,1.2,0,6.5,*
Early Syphilis,Shasta,2006,Total,1,175238,0.6,0,3.2,*
Early Syphilis,Shasta,2007,Female,0,89554,0,0,4.1,#
Early Syphilis,Shasta,2007,Male,0,86295,0,0,4.3,#
Early Syphilis,Shasta,2007,Total,0,175849,0,0,2.1,#
Early Syphilis,Shasta,2008,Female,0,89894,0,0,4.1,#
Early Syphilis,Shasta,2008,Male,1,86735,1.2,0,6.4,*
Early Syphilis,Shasta,2008,Total,1,176629,0.6,0,3.2,*
Early Syphilis,Shasta,2009,Female,0,89964,0,0,4.1,#
Early Syphilis,Shasta,2009,Male,1,86917,1.2,0,6.4,*
Early Syphilis,Shasta,2009,Total,1,176881,0.6,0,3.2,*
Early Syphilis,Shasta,2010,Female,0,90059,0,0,4.1,#
Early Syphilis,Shasta,2010,Male,1,87066,1.1,0,6.4,*
Early Syphilis,Shasta,2010,Total,1,177125,0.6,0,3.1,*
Early Syphilis,Shasta,2011,Female,0,90244,0,0,4.1,#
Early Syphilis,Shasta,2011,Male,4,87120,4.6,1.3,11.8,*
Early Syphilis,Shasta,2011,Total,4,177364,2.3,0.6,5.8,*
Early Syphilis,Shasta,2012,Female,0,90425,0,0,4.1,#
Early Syphilis,Shasta,2012,Male,1,87379,1.1,0,6.4,*
Early Syphilis,Shasta,2012,Total,1,177804,0.6,0,3.1,*
Early Syphilis,Shasta,2013,Female,0,90831,0,0,4.1,#
Early Syphilis,Shasta,2013,Male,6,87706,6.8,2.5,14.9,*
Early Syphilis,Shasta,2013,Total,6,178537,3.4,1.2,7.3,*
Early Syphilis,Shasta,2014,Female,1,91078,1.1,0,6.1,*
Early Syphilis,Shasta,2014,Male,6,87871,6.8,2.5,14.9,*
Early Syphilis,Shasta,2014,Total,7,178949,3.9,1.6,8.1,*
Early Syphilis,Shasta,2015,Female,2,90800,2.2,0.3,8,*
Early Syphilis,Shasta,2015,Male,10,87565,11.4,5.5,21,*
Early Syphilis,Shasta,2015,Total,12,178365,6.7,3.5,11.8,
Early Syphilis,Shasta,2016,Female,3,90416,3.3,0.7,9.7,*
Early Syphilis,Shasta,2016,Male,21,87215,24.1,14.9,36.8,
Early Syphilis,Shasta,2016,Total,24,177631,13.5,8.7,20.1,
Early Syphilis,Shasta,2017,Female,21,90795,23.1,14.3,35.4,
Early Syphilis,Shasta,2017,Male,25,87706,28.5,18.4,42.1,
Early Syphilis,Shasta,2017,Total,46,178501,25.8,18.9,34.4,
Early Syphilis,Sierra,2001,Female,0,1772,0,0,208,#
Early Syphilis,Sierra,2001,Male,0,1815,0,0,203,#
Early Syphilis,Sierra,2001,Total,0,3587,0,0,102.8,#
Early Syphilis,Sierra,2002,Female,0,1759,0,0,209.5,#
Early Syphilis,Sierra,2002,Male,0,1805,0,0,204.2,#
Early Syphilis,Sierra,2002,Total,0,3564,0,0,103.5,#
Early Syphilis,Sierra,2003,Female,0,1750,0,0,210.6,#
Early Syphilis,Sierra,2003,Male,0,1795,0,0,205.3,#
Early Syphilis,Sierra,2003,Total,0,3545,0,0,104,#
Early Syphilis,Sierra,2004,Female,0,1711,0,0,215.4,#
Early Syphilis,Sierra,2004,Male,0,1756,0,0,209.9,#
Early Syphilis,Sierra,2004,Total,0,3467,0,0,106.3,#
Early Syphilis,Sierra,2005,Female,0,1693,0,0,217.7,#
Early Syphilis,Sierra,2005,Male,0,1737,0,0,212.1,#
Early Syphilis,Sierra,2005,Total,0,3430,0,0,107.5,#
Early Syphilis,Sierra,2006,Female,,1689,,,,s
Early Syphilis,Sierra,2006,Male,,1735,,,,s
Early Syphilis,Sierra,2006,Total,1,3424,29.2,0.7,162.6,*
Early Syphilis,Sierra,2007,Female,0,1648,0,0,223.6,#
Early Syphilis,Sierra,2007,Male,0,1696,0,0,217.3,#
Early Syphilis,Sierra,2007,Total,0,3344,0,0,110.3,#
Early Syphilis,Sierra,2008,Female,0,1617,0,0,227.9,#
Early Syphilis,Sierra,2008,Male,0,1667,0,0,221,#
Early Syphilis,Sierra,2008,Total,0,3284,0,0,112.3,#
Early Syphilis,Sierra,2009,Female,0,1601,0,0,230.1,#
Early Syphilis,Sierra,2009,Male,0,1642,0,0,224.4,#
Early Syphilis,Sierra,2009,Total,0,3243,0,0,113.7,#
Early Syphilis,Sierra,2010,Female,0,1590,0,0,231.7,#
Early Syphilis,Sierra,2010,Male,0,1643,0,0,224.3,#
Early Syphilis,Sierra,2010,Total,0,3233,0,0,114,#
Early Syphilis,Sierra,2011,Female,0,1579,0,0,233.3,#
Early Syphilis,Sierra,2011,Male,0,1637,0,0,225.1,#
Early Syphilis,Sierra,2011,Total,0,3216,0,0,114.6,#
Early Syphilis,Sierra,2012,Female,0,1580,0,0,233.2,#
Early Syphilis,Sierra,2012,Male,0,1626,0,0,226.6,#
Early Syphilis,Sierra,2012,Total,0,3206,0,0,115,#
Early Syphilis,Sierra,2013,Female,0,1576,0,0,233.8,#
Early Syphilis,Sierra,2013,Male,0,1611,0,0,228.7,#
Early Syphilis,Sierra,2013,Total,0,3187,0,0,115.7,#
Early Syphilis,Sierra,2014,Female,0,1564,0,0,235.6,#
Early Syphilis,Sierra,2014,Male,0,1597,0,0,230.7,#
Early Syphilis,Sierra,2014,Total,0,3161,0,0,116.6,#
Early Syphilis,Sierra,2015,Female,0,1556,0,0,236.8,#
Early Syphilis,Sierra,2015,Male,0,1593,0,0,231.3,#
Early Syphilis,Sierra,2015,Total,0,3149,0,0,117.1,#
Early Syphilis,Sierra,2016,Female,0,1558,0,0,236.5,#
Early Syphilis,Sierra,2016,Male,0,1583,0,0,232.8,#
Early Syphilis,Sierra,2016,Total,0,3141,0,0,117.4,#
Early Syphilis,Sierra,2017,Female,0,1557,0,0,236.6,#
Early Syphilis,Sierra,2017,Male,0,1576,0,0,233.8,#
Early Syphilis,Sierra,2017,Total,0,3133,0,0,117.7,#
Early Syphilis,Siskiyou,2001,Female,0,22464,0,0,16.4,#
Early Syphilis,Siskiyou,2001,Male,0,21811,0,0,16.9,#
Early Syphilis,Siskiyou,2001,Total,0,44275,0,0,8.3,#
Early Syphilis,Siskiyou,2002,Female,0,22503,0,0,16.4,#
Early Syphilis,Siskiyou,2002,Male,0,21881,0,0,16.9,#
Early Syphilis,Siskiyou,2002,Total,0,44384,0,0,8.3,#
Early Syphilis,Siskiyou,2003,Female,0,22570,0,0,16.3,#
Early Syphilis,Siskiyou,2003,Male,0,22027,0,0,16.7,#
Early Syphilis,Siskiyou,2003,Total,0,44597,0,0,8.3,#
Early Syphilis,Siskiyou,2004,Female,0,22642,0,0,16.3,#
Early Syphilis,Siskiyou,2004,Male,0,22143,0,0,16.7,#
Early Syphilis,Siskiyou,2004,Total,0,44785,0,0,8.2,#
Early Syphilis,Siskiyou,2005,Female,0,22711,0,0,16.2,#
Early Syphilis,Siskiyou,2005,Male,0,22234,0,0,16.6,#
Early Syphilis,Siskiyou,2005,Total,0,44945,0,0,8.2,#
Early Syphilis,Siskiyou,2006,Female,0,22677,0,0,16.3,#
Early Syphilis,Siskiyou,2006,Male,0,22214,0,0,16.6,#
Early Syphilis,Siskiyou,2006,Total,0,44891,0,0,8.2,#
Early Syphilis,Siskiyou,2007,Female,0,22635,0,0,16.3,#
Early Syphilis,Siskiyou,2007,Male,0,22227,0,0,16.6,#
Early Syphilis,Siskiyou,2007,Total,0,44862,0,0,8.2,#
Early Syphilis,Siskiyou,2008,Female,0,22683,0,0,16.3,#
Early Syphilis,Siskiyou,2008,Male,0,22358,0,0,16.5,#
Early Syphilis,Siskiyou,2008,Total,0,45041,0,0,8.2,#
Early Syphilis,Siskiyou,2009,Female,,22589,,,,s
Early Syphilis,Siskiyou,2009,Male,,22361,,,,s
Early Syphilis,Siskiyou,2009,Total,1,44950,2.2,0.1,12.4,*
Early Syphilis,Siskiyou,2010,Female,0,22487,0,0,16.4,#
Early Syphilis,Siskiyou,2010,Male,0,22375,0,0,16.5,#
Early Syphilis,Siskiyou,2010,Total,0,44862,0,0,8.2,#
Early Syphilis,Siskiyou,2011,Female,0,22451,0,0,16.4,#
Early Syphilis,Siskiyou,2011,Male,0,22341,0,0,16.5,#
Early Syphilis,Siskiyou,2011,Total,0,44792,0,0,8.2,#
Early Syphilis,Siskiyou,2012,Female,,22456,,,,s
Early Syphilis,Siskiyou,2012,Male,,22309,,,,s
Early Syphilis,Siskiyou,2012,Total,1,44765,2.2,0.1,12.4,*
Early Syphilis,Siskiyou,2013,Female,,22423,,,,s
Early Syphilis,Siskiyou,2013,Male,,22229,,,,s
Early Syphilis,Siskiyou,2013,Total,3,44652,6.7,1.4,19.6,*
Early Syphilis,Siskiyou,2014,Female,,22391,,,,s
Early Syphilis,Siskiyou,2014,Male,,22216,,,,s
Early Syphilis,Siskiyou,2014,Total,4,44607,9,2.4,23,*
Early Syphilis,Siskiyou,2015,Female,0,22333,0,0,16.5,#
Early Syphilis,Siskiyou,2015,Male,0,22158,0,0,16.6,#
Early Syphilis,Siskiyou,2015,Total,0,44491,0,0,8.3,#
Early Syphilis,Siskiyou,2016,Female,,22281,,,,s
Early Syphilis,Siskiyou,2016,Male,,22092,,,,s
Early Syphilis,Siskiyou,2016,Total,2,44373,4.5,0.5,16.3,*
Early Syphilis,Siskiyou,2017,Female,,22200,,,,s
Early Syphilis,Siskiyou,2017,Male,,22039,,,,s
Early Syphilis,Siskiyou,2017,Total,2,44239,4.5,0.5,16.3,*
Early Syphilis,Solano,2001,Female,1,200691,0.5,0,2.8,*
Early Syphilis,Solano,2001,Male,0,202277,0,0,1.8,#
Early Syphilis,Solano,2001,Total,1,402968,0.2,0,1.4,*
Early Syphilis,Solano,2002,Female,0,202735,0,0,1.8,#
Early Syphilis,Solano,2002,Male,3,204081,1.5,0.3,4.3,*
Early Syphilis,Solano,2002,Total,3,406816,0.7,0.2,2.2,*
Early Syphilis,Solano,2003,Female,1,203877,0.5,0,2.7,*
Early Syphilis,Solano,2003,Male,6,205052,2.9,1.1,6.4,*
Early Syphilis,Solano,2003,Total,7,408929,1.7,0.7,3.5,*
Early Syphilis,Solano,2004,Female,1,205205,0.5,0,2.7,*
Early Syphilis,Solano,2004,Male,9,206184,4.4,2,8.3,*
Early Syphilis,Solano,2004,Total,10,411389,2.4,1.2,4.5,*
Early Syphilis,Solano,2005,Female,0,204855,0,0,1.8,#
Early Syphilis,Solano,2005,Male,10,205715,4.9,2.3,8.9,*
Early Syphilis,Solano,2005,Total,10,410570,2.4,1.2,4.5,*
Early Syphilis,Solano,2006,Female,0,205356,0,0,1.8,#
Early Syphilis,Solano,2006,Male,5,205995,2.4,0.8,5.7,*
Early Syphilis,Solano,2006,Total,5,411351,1.2,0.4,2.8,*
Early Syphilis,Solano,2007,Female,1,206109,0.5,0,2.7,*
Early Syphilis,Solano,2007,Male,14,206527,6.8,3.7,11.4,
Early Syphilis,Solano,2007,Total,15,412636,3.6,2,6,
Early Syphilis,Solano,2008,Female,0,206443,0,0,1.8,#
Early Syphilis,Solano,2008,Male,11,206724,5.3,2.7,9.5,*
Early Syphilis,Solano,2008,Total,11,413167,2.7,1.3,4.8,*
Early Syphilis,Solano,2009,Female,1,206166,0.5,0,2.7,*
Early Syphilis,Solano,2009,Male,24,206322,11.6,7.5,17.3,
Early Syphilis,Solano,2009,Total,25,412488,6.1,3.9,8.9,
Early Syphilis,Solano,2010,Female,2,206760,1,0.1,3.5,*
Early Syphilis,Solano,2010,Male,11,205765,5.3,2.7,9.6,*
Early Syphilis,Solano,2010,Total,13,412525,3.2,1.7,5.4,
Early Syphilis,Solano,2011,Female,3,207701,1.4,0.3,4.2,*
Early Syphilis,Solano,2011,Male,23,206958,11.1,7,16.7,
Early Syphilis,Solano,2011,Total,26,414659,6.3,4.1,9.2,
Early Syphilis,Solano,2012,Female,3,209567,1.4,0.3,4.2,*
Early Syphilis,Solano,2012,Male,29,207913,13.9,9.3,20,
Early Syphilis,Solano,2012,Total,32,417480,7.7,5.2,10.8,
Early Syphilis,Solano,2013,Female,2,211308,0.9,0.1,3.4,*
Early Syphilis,Solano,2013,Male,27,209424,12.9,8.5,18.8,
Early Syphilis,Solano,2013,Total,29,420732,6.9,4.6,9.9,
Early Syphilis,Solano,2014,Female,2,213730,0.9,0.1,3.4,*
Early Syphilis,Solano,2014,Male,43,211764,20.3,14.7,27.4,
Early Syphilis,Solano,2014,Total,45,425494,10.6,7.7,14.2,
Early Syphilis,Solano,2015,Female,9,215698,4.2,1.9,7.9,*
Early Syphilis,Solano,2015,Male,61,213574,28.6,21.8,36.7,
Early Syphilis,Solano,2015,Total,71,429272,16.5,12.9,20.9,
Early Syphilis,Solano,2016,Female,9,217619,4.1,1.9,7.9,*
Early Syphilis,Solano,2016,Male,48,215793,22.2,16.4,29.5,
Early Syphilis,Solano,2016,Total,57,433412,13.2,10,17,
Early Syphilis,Solano,2017,Female,20,219492,9.1,5.6,14.1,
Early Syphilis,Solano,2017,Male,59,217817,27.1,20.6,34.9,
Early Syphilis,Solano,2017,Total,79,437309,18.1,14.3,22.5,
Early Syphilis,Sonoma,2001,Female,2,236637,0.8,0.1,3.1,*
Early Syphilis,Sonoma,2001,Male,4,228786,1.7,0.5,4.5,*
Early Syphilis,Sonoma,2001,Total,6,465423,1.3,0.5,2.8,*
Early Syphilis,Sonoma,2002,Female,0,236918,0,0,1.6,#
Early Syphilis,Sonoma,2002,Male,18,229080,7.9,4.7,12.4,
Early Syphilis,Sonoma,2002,Total,18,465998,3.9,2.3,6.1,
Early Syphilis,Sonoma,2003,Female,0,238069,0,0,1.5,#
Early Syphilis,Sonoma,2003,Male,16,230188,7,4,11.3,
Early Syphilis,Sonoma,2003,Total,16,468257,3.4,2,5.5,
Early Syphilis,Sonoma,2004,Female,0,238891,0,0,1.5,#
Early Syphilis,Sonoma,2004,Male,7,231042,3,1.2,6.2,*
Early Syphilis,Sonoma,2004,Total,7,469933,1.5,0.6,3.1,*
Early Syphilis,Sonoma,2005,Female,0,238649,0,0,1.5,#
Early Syphilis,Sonoma,2005,Male,19,230875,8.2,5,12.9,
Early Syphilis,Sonoma,2005,Total,19,469524,4,2.4,6.3,
