Disease,County,Year,Sex,Cases,Population,Rate,Lower 95% CI,Upper 95% CI,Annotation Code
Chlamydia,Del Norte,2001,Male,0,15165,0,0,24.3,#
Chlamydia,Del Norte,2001,Total,28,27418,102.1,67.9,147.6,
Chlamydia,Del Norte,2002,Female,,12338,,,,s
Chlamydia,Del Norte,2002,Male,,15277,,,,s
Chlamydia,Del Norte,2002,Total,30,27615,108.6,73.3,155,
Chlamydia,Del Norte,2003,Female,,12453,,,,s
Chlamydia,Del Norte,2003,Male,,15418,,,,s
Chlamydia,Del Norte,2003,Total,25,27871,89.7,58.1,132.4,
Chlamydia,Del Norte,2004,Female,,12587,,,,s
Chlamydia,Del Norte,2004,Male,,15600,,,,s
Chlamydia,Del Norte,2004,Total,31,28187,110,74.7,156.1,
Chlamydia,Del Norte,2005,Female,,12649,,,,s
Chlamydia,Del Norte,2005,Male,,15666,,,,s
Chlamydia,Del Norte,2005,Total,27,28315,95.4,62.8,138.7,
Chlamydia,Del Norte,2006,Female,,12635,,,,s
Chlamydia,Del Norte,2006,Male,,15641,,,,s
Chlamydia,Del Norte,2006,Total,20,28276,70.7,43.2,109.2,
Chlamydia,Del Norte,2007,Female,,12697,,,,s
Chlamydia,Del Norte,2007,Male,,15783,,,,s
Chlamydia,Del Norte,2007,Total,30,28480,105.3,71.1,150.3,
Chlamydia,Del Norte,2008,Female,,12739,,,,s
Chlamydia,Del Norte,2008,Male,,15832,,,,s
Chlamydia,Del Norte,2008,Total,42,28571,147,106,198.7,
Chlamydia,Del Norte,2009,Female,,12720,,,,s
Chlamydia,Del Norte,2009,Male,,15839,,,,s
Chlamydia,Del Norte,2009,Total,46,28559,161.1,117.9,214.8,
Chlamydia,Del Norte,2010,Female,34,12618,269.5,186.7,376.3,
Chlamydia,Del Norte,2010,Male,12,15771,76.1,39.3,132.9,
Chlamydia,Del Norte,2010,Total,46,28389,162,118.7,216.1,
Chlamydia,Del Norte,2011,Female,,12600,,,,s
Chlamydia,Del Norte,2011,Male,,15614,,,,s
Chlamydia,Del Norte,2011,Total,60,28214,212.7,162.3,273.7,
Chlamydia,Del Norte,2012,Female,,12492,,,,s
Chlamydia,Del Norte,2012,Male,,15506,,,,s
Chlamydia,Del Norte,2012,Total,35,27998,125,87.1,173.8,
Chlamydia,Del Norte,2013,Female,,12423,,,,s
Chlamydia,Del Norte,2013,Male,,15121,,,,s
Chlamydia,Del Norte,2013,Total,18,27544,65.4,38.7,103.3,
Chlamydia,Del Norte,2014,Female,34,12296,276.5,191.6,386.2,
Chlamydia,Del Norte,2014,Male,25,14914,167.6,108.5,247.4,
Chlamydia,Del Norte,2014,Total,59,27210,216.8,165.1,279.6,
Chlamydia,Del Norte,2015,Female,66,12270,537.9,416.2,683.8,
Chlamydia,Del Norte,2015,Male,28,14810,189.1,125.7,273.1,
Chlamydia,Del Norte,2015,Total,94,27080,347.1,280.6,424.6,
Chlamydia,Del Norte,2016,Female,42,12456,337.2,243.1,455.5,
Chlamydia,Del Norte,2016,Male,19,14500,131,78.9,204.6,
Chlamydia,Del Norte,2016,Total,63,26956,233.7,179.6,298.9,
Chlamydia,Del Norte,2017,Female,72,12412,580.1,454.1,730,
Chlamydia,Del Norte,2017,Male,28,14446,193.8,128.8,280,
Chlamydia,Del Norte,2017,Total,100,26858,372.3,303,452.7,
Chlamydia,El Dorado,2001,Female,133,80988,164.2,137.5,194.6,
Chlamydia,El Dorado,2001,Male,20,80892,24.7,15.1,38.2,
Chlamydia,El Dorado,2001,Total,161,161880,99.5,84.7,116.1,
Chlamydia,El Dorado,2002,Female,122,82411,148,123,176.7,
Chlamydia,El Dorado,2002,Male,37,82314,45,31.7,62,
Chlamydia,El Dorado,2002,Total,172,164725,104.4,89.4,121.2,
Chlamydia,El Dorado,2003,Female,152,83875,181.2,153.6,212.4,
Chlamydia,El Dorado,2003,Male,53,83795,63.3,47.4,82.7,
Chlamydia,El Dorado,2003,Total,220,167670,131.2,114.5,149.7,
Chlamydia,El Dorado,2004,Female,165,85200,193.7,165.3,225.5,
Chlamydia,El Dorado,2004,Male,54,85104,63.5,47.7,82.8,
Chlamydia,El Dorado,2004,Total,238,170304,139.8,122.6,158.7,
Chlamydia,El Dorado,2005,Female,147,86647,169.7,143.4,199.4,
Chlamydia,El Dorado,2005,Male,55,86534,63.6,47.9,82.7,
Chlamydia,El Dorado,2005,Total,206,173181,119,103.3,136.3,
Chlamydia,El Dorado,2006,Female,181,87654,206.5,177.5,238.8,
Chlamydia,El Dorado,2006,Male,71,87604,81,63.3,102.2,
Chlamydia,El Dorado,2006,Total,254,175258,144.9,127.7,163.9,
Chlamydia,El Dorado,2007,Female,164,88622,185.1,157.8,215.6,
Chlamydia,El Dorado,2007,Male,74,88573,83.5,65.6,104.9,
Chlamydia,El Dorado,2007,Total,238,177195,134.3,117.8,152.5,
Chlamydia,El Dorado,2008,Female,167,89339,186.9,159.7,217.5,
Chlamydia,El Dorado,2008,Male,63,89260,70.6,54.2,90.3,
Chlamydia,El Dorado,2008,Total,230,178599,128.8,112.7,146.5,
Chlamydia,El Dorado,2009,Female,170,89876,189.1,161.8,219.8,
Chlamydia,El Dorado,2009,Male,69,89825,76.8,59.8,97.2,
Chlamydia,El Dorado,2009,Total,239,179701,133,116.7,151,
Chlamydia,El Dorado,2010,Female,173,90434,191.3,163.9,222,
Chlamydia,El Dorado,2010,Male,70,90574,77.3,60.3,97.6,
Chlamydia,El Dorado,2010,Total,243,181008,134.2,117.9,152.2,
Chlamydia,El Dorado,2011,Female,178,90365,197,169.1,228.1,
Chlamydia,El Dorado,2011,Male,60,90552,66.3,50.6,85.3,
Chlamydia,El Dorado,2011,Total,239,180917,132.1,115.9,149.9,
Chlamydia,El Dorado,2012,Female,203,90374,224.6,194.8,257.7,
Chlamydia,El Dorado,2012,Male,85,90783,93.6,74.8,115.8,
Chlamydia,El Dorado,2012,Total,288,181157,159,141.2,178.4,
Chlamydia,El Dorado,2013,Female,228,90913,250.8,219.3,285.5,
Chlamydia,El Dorado,2013,Male,79,91435,86.4,68.4,107.7,
Chlamydia,El Dorado,2013,Total,307,182348,168.4,150.1,188.3,
Chlamydia,El Dorado,2014,Female,223,90993,245.1,214,279.4,
Chlamydia,El Dorado,2014,Male,95,91585,103.7,83.9,126.8,
Chlamydia,El Dorado,2014,Total,318,182578,174.2,155.6,194.4,
Chlamydia,El Dorado,2015,Female,297,91251,325.5,289.6,364.6,
Chlamydia,El Dorado,2015,Male,125,91896,136,113.2,162,
Chlamydia,El Dorado,2015,Total,422,183147,230.4,209,253.5,
Chlamydia,El Dorado,2016,Female,308,91653,336.1,299.6,375.7,
Chlamydia,El Dorado,2016,Male,136,92432,147.1,123.5,174,
Chlamydia,El Dorado,2016,Total,444,184085,241.2,219.3,264.7,
Chlamydia,El Dorado,2017,Female,313,92610,338,301.6,377.5,
Chlamydia,El Dorado,2017,Male,138,93513,147.6,124,174.3,
Chlamydia,El Dorado,2017,Total,451,186123,242.3,220.5,265.7,
Chlamydia,Fresno,2001,Female,3290,407172,808,780.7,836,
Chlamydia,Fresno,2001,Male,933,407831,228.8,214.3,243.9,
Chlamydia,Fresno,2001,Total,4230,815003,519,503.5,534.9,
Chlamydia,Fresno,2002,Female,3662,414207,884.1,855.8,913.1,
Chlamydia,Fresno,2002,Male,1059,414430,255.5,240.4,271.4,
Chlamydia,Fresno,2002,Total,4742,828637,572.3,556.1,588.7,
Chlamydia,Fresno,2003,Female,3554,423018,840.2,812.9,868.1,
Chlamydia,Fresno,2003,Male,1082,422899,255.9,240.9,271.5,
Chlamydia,Fresno,2003,Total,4641,845917,548.6,533,564.6,
Chlamydia,Fresno,2004,Female,3665,430198,851.9,824.7,879.8,
Chlamydia,Fresno,2004,Male,1139,430028,264.9,249.7,280.7,
Chlamydia,Fresno,2004,Total,4811,860226,559.3,543.6,575.3,
Chlamydia,Fresno,2005,Female,3610,436052,827.9,801.2,855.2,
Chlamydia,Fresno,2005,Male,1236,435858,283.6,268,299.8,
Chlamydia,Fresno,2005,Total,4856,871910,556.9,541.4,572.8,
Chlamydia,Fresno,2006,Female,3973,443403,896,868.5,924.2,
Chlamydia,Fresno,2006,Male,1305,442973,294.6,278.9,311,
Chlamydia,Fresno,2006,Total,5293,886376,597.2,581.2,613.4,
Chlamydia,Fresno,2007,Female,4097,450080,910.3,882.7,938.5,
Chlamydia,Fresno,2007,Male,1261,449746,280.4,265.1,296.3,
Chlamydia,Fresno,2007,Total,5369,899826,596.7,580.9,612.8,
Chlamydia,Fresno,2008,Female,4340,456755,950.2,922.2,978.7,
Chlamydia,Fresno,2008,Male,1213,456484,265.7,251,281.1,
Chlamydia,Fresno,2008,Total,5558,913239,608.6,592.8,624.8,
Chlamydia,Fresno,2009,Female,4218,461947,913.1,885.9,940.9,
Chlamydia,Fresno,2009,Male,1225,461948,265.2,250.6,280.4,
Chlamydia,Fresno,2009,Total,5453,923895,590.2,574.7,606,
Chlamydia,Fresno,2010,Female,4652,466732,996.7,968.4,1025.6,
Chlamydia,Fresno,2010,Male,1282,465769,275.2,260.4,290.7,
Chlamydia,Fresno,2010,Total,5944,932501,637.4,621.4,653.8,
Chlamydia,Fresno,2011,Female,4786,471592,1014.9,986.5,1043.9,
Chlamydia,Fresno,2011,Male,1384,470312,294.3,279,310.2,
Chlamydia,Fresno,2011,Total,6180,941904,656.1,639.9,672.6,
Chlamydia,Fresno,2012,Female,4680,475698,983.8,956,1012.3,
Chlamydia,Fresno,2012,Male,1384,474666,291.6,276.4,307.3,
Chlamydia,Fresno,2012,Total,6071,950364,638.8,622.9,655,
Chlamydia,Fresno,2013,Female,4656,479798,970.4,942.9,998.5,
Chlamydia,Fresno,2013,Male,1445,479344,301.5,286.1,317.4,
Chlamydia,Fresno,2013,Total,6105,959142,636.5,620.7,652.6,
Chlamydia,Fresno,2014,Female,4336,484787,894.4,868.1,921.3,
Chlamydia,Fresno,2014,Male,1328,484406,274.2,259.6,289.3,
Chlamydia,Fresno,2014,Total,5669,969193,584.9,569.8,600.3,
Chlamydia,Fresno,2015,Female,4414,490224,900.4,874.2,927.2,
Chlamydia,Fresno,2015,Male,1495,489412,305.5,290.2,321.3,
Chlamydia,Fresno,2015,Total,5920,979636,604.3,589.1,619.9,
Chlamydia,Fresno,2016,Female,4721,494272,955.1,928.2,982.6,
Chlamydia,Fresno,2016,Male,1718,493800,347.9,331.7,364.7,
Chlamydia,Fresno,2016,Total,6447,988072,652.5,636.7,668.6,
Chlamydia,Fresno,2017,Female,5110,499927,1022.1,994.5,1050.4,
Chlamydia,Fresno,2017,Male,2064,500002,412.8,395.2,431,
Chlamydia,Fresno,2017,Total,7180,999929,718.1,701.6,734.8,
Chlamydia,Glenn,2001,Female,,13154,,,,s
Chlamydia,Glenn,2001,Male,,13457,,,,s
Chlamydia,Glenn,2001,Total,43,26611,161.6,117,217.6,
Chlamydia,Glenn,2002,Female,,13251,,,,s
Chlamydia,Glenn,2002,Male,,13541,,,,s
Chlamydia,Glenn,2002,Total,43,26792,160.5,116.2,216.1,
Chlamydia,Glenn,2003,Female,,13448,,,,s
Chlamydia,Glenn,2003,Male,,13708,,,,s
Chlamydia,Glenn,2003,Total,57,27156,209.9,159,271.9,
Chlamydia,Glenn,2004,Female,,13518,,,,s
Chlamydia,Glenn,2004,Male,,13746,,,,s
Chlamydia,Glenn,2004,Total,49,27264,179.7,133,237.5,
Chlamydia,Glenn,2005,Female,52,13636,381.3,284.9,499.8,
Chlamydia,Glenn,2005,Male,14,13889,100.8,55.1,169.1,
Chlamydia,Glenn,2005,Total,68,27525,247,191.9,313.1,
Chlamydia,Glenn,2006,Female,36,13729,262.2,183.7,362.8,
Chlamydia,Glenn,2006,Male,13,14002,92.8,49.4,158.7,
Chlamydia,Glenn,2006,Total,49,27731,176.7,130.8,233.5,
Chlamydia,Glenn,2007,Female,48,13871,346,255.3,458.5,
Chlamydia,Glenn,2007,Male,15,14142,106.1,59.4,174.9,
Chlamydia,Glenn,2007,Total,63,28013,224.9,172.9,287.6,
Chlamydia,Glenn,2008,Female,59,13920,423.9,322.8,546.4,
Chlamydia,Glenn,2008,Male,16,14200,112.7,64.4,182.9,
Chlamydia,Glenn,2008,Total,75,28120,266.7,209.8,334.2,
Chlamydia,Glenn,2009,Female,,13906,,,,s
Chlamydia,Glenn,2009,Male,,14150,,,,s
Chlamydia,Glenn,2009,Total,37,28056,131.9,92.9,181.7,
Chlamydia,Glenn,2010,Female,34,13952,243.7,168.8,340.4,
Chlamydia,Glenn,2010,Male,11,14230,77.3,38.6,138.3,*
Chlamydia,Glenn,2010,Total,46,28182,163.2,119.5,217.7,
Chlamydia,Glenn,2011,Female,52,14040,370.4,276.7,485.4,
Chlamydia,Glenn,2011,Male,18,14334,125.6,74.4,198.4,
Chlamydia,Glenn,2011,Total,70,28374,246.7,192.4,311.6,
Chlamydia,Glenn,2012,Female,68,14095,482.4,374.8,611.2,
Chlamydia,Glenn,2012,Male,21,14413,145.7,90.2,222.6,
Chlamydia,Glenn,2012,Total,89,28508,312.2,250.8,384,
Chlamydia,Glenn,2013,Female,50,14168,352.9,262,465,
Chlamydia,Glenn,2013,Male,19,14516,130.9,78.8,204.3,
Chlamydia,Glenn,2013,Total,69,28684,240.6,187.2,304.3,
Chlamydia,Glenn,2014,Female,58,14231,407.6,309.6,526.6,
Chlamydia,Glenn,2014,Male,20,14597,137,83.7,211.5,
Chlamydia,Glenn,2014,Total,78,28828,270.6,213.9,337.6,
Chlamydia,Glenn,2015,Female,69,14306,482.3,375.5,610,
Chlamydia,Glenn,2015,Male,22,14654,150.1,94.1,227.2,
Chlamydia,Glenn,2015,Total,91,28960,314.2,253.1,385.7,
Chlamydia,Glenn,2016,Female,86,14369,598.5,479,738.6,
Chlamydia,Glenn,2016,Male,21,14715,142.7,88.4,218.1,
Chlamydia,Glenn,2016,Total,108,29084,371.3,304.7,448.2,
Chlamydia,Glenn,2017,Female,74,14434,512.7,402.8,643.2,
Chlamydia,Glenn,2017,Male,35,14776,236.9,165,329.3,
Chlamydia,Glenn,2017,Total,112,29210,383.4,315.8,461.2,
Chlamydia,Humboldt,2001,Female,222,64153,346,302.1,394.6,
Chlamydia,Humboldt,2001,Male,94,63195,148.7,120.2,182,
Chlamydia,Humboldt,2001,Total,316,127348,248.1,221.6,277,
Chlamydia,Humboldt,2002,Female,214,64785,330.3,287.6,377.6,
Chlamydia,Humboldt,2002,Male,100,63970,156.3,127.2,190.1,
Chlamydia,Humboldt,2002,Total,314,128755,243.9,217.7,272.4,
Chlamydia,Humboldt,2003,Female,255,65437,389.7,343.4,440.5,
Chlamydia,Humboldt,2003,Male,104,64742,160.6,131.3,194.6,
Chlamydia,Humboldt,2003,Total,359,130179,275.8,248,305.8,
Chlamydia,Humboldt,2004,Female,236,65925,358,313.8,406.6,
Chlamydia,Humboldt,2004,Male,86,65318,131.7,105.3,162.6,
Chlamydia,Humboldt,2004,Total,322,131243,245.3,219.3,273.6,
Chlamydia,Humboldt,2005,Female,241,66095,364.6,320.1,413.6,
Chlamydia,Humboldt,2005,Male,84,65594,128.1,102.2,158.5,
Chlamydia,Humboldt,2005,Total,325,131689,246.8,220.7,275.1,
Chlamydia,Humboldt,2006,Female,262,66298,395.2,348.9,445.9,
Chlamydia,Humboldt,2006,Male,101,65928,153.2,124.8,186.1,
Chlamydia,Humboldt,2006,Total,363,132226,274.5,247,304.2,
Chlamydia,Humboldt,2007,Female,279,66424,420,372.3,472.2,
Chlamydia,Humboldt,2007,Male,105,66233,158.5,129.7,191.9,
Chlamydia,Humboldt,2007,Total,384,132657,289.5,261.3,319.9,
Chlamydia,Humboldt,2008,Female,281,66619,421.8,374,474,
Chlamydia,Humboldt,2008,Male,115,66582,172.7,142.6,207.3,
Chlamydia,Humboldt,2008,Total,399,133201,299.5,270.9,330.4,
Chlamydia,Humboldt,2009,Female,255,66863,381.4,336.1,431.1,
Chlamydia,Humboldt,2009,Male,106,66903,158.4,129.7,191.6,
Chlamydia,Humboldt,2009,Total,364,133766,272.1,244.9,301.5,
Chlamydia,Humboldt,2010,Female,241,67212,358.6,314.8,406.7,
Chlamydia,Humboldt,2010,Male,105,67786,154.9,126.7,187.5,
Chlamydia,Humboldt,2010,Total,349,134998,258.5,232.1,287.1,
Chlamydia,Humboldt,2011,Female,267,67360,396.4,350.3,446.8,
Chlamydia,Humboldt,2011,Male,120,67989,176.5,146.4,211,
Chlamydia,Humboldt,2011,Total,388,135349,286.7,258.9,316.6,
Chlamydia,Humboldt,2012,Female,296,67141,440.9,392.2,493.9,
Chlamydia,Humboldt,2012,Male,106,67675,156.6,128.3,189.4,
Chlamydia,Humboldt,2012,Total,402,134816,298.2,269.8,328.8,
Chlamydia,Humboldt,2013,Female,270,67215,401.7,355.3,452.5,
Chlamydia,Humboldt,2013,Male,123,67680,181.7,151.1,216.8,
Chlamydia,Humboldt,2013,Total,393,134895,291.3,263.3,321.6,
Chlamydia,Humboldt,2014,Female,305,67069,454.8,405.2,508.6,
Chlamydia,Humboldt,2014,Male,129,67599,190.8,159.3,226.7,
Chlamydia,Humboldt,2014,Total,434,134668,322.3,292.7,354,
Chlamydia,Humboldt,2015,Female,419,67252,623,565,685.4,
Chlamydia,Humboldt,2015,Male,203,67780,299.5,259.8,343.6,
Chlamydia,Humboldt,2015,Total,622,135032,460.6,425.2,498.2,
Chlamydia,Humboldt,2016,Female,493,67708,728.1,665.5,795.1,
Chlamydia,Humboldt,2016,Male,257,68176,377,332.4,425.9,
Chlamydia,Humboldt,2016,Total,750,135884,551.9,513.2,592.8,
Chlamydia,Humboldt,2017,Female,475,67802,700.6,639.2,766.2,
Chlamydia,Humboldt,2017,Male,238,68311,348.4,305.6,395.5,
Chlamydia,Humboldt,2017,Total,713,136113,523.8,486.2,563.6,
Chlamydia,Imperial,2001,Female,336,69392,484.2,433.9,538.7,
Chlamydia,Imperial,2001,Male,94,75334,124.8,100.8,152.7,
Chlamydia,Imperial,2001,Total,450,144726,310.9,282.9,341,
Chlamydia,Imperial,2002,Female,361,70707,510.6,459.4,565.9,
Chlamydia,Imperial,2002,Male,97,76478,126.8,102.9,154.7,
Chlamydia,Imperial,2002,Total,470,147185,319.3,291.1,349.5,
Chlamydia,Imperial,2003,Female,334,72618,459.9,412,511.9,
Chlamydia,Imperial,2003,Male,75,78291,95.8,75.4,120.1,
Chlamydia,Imperial,2003,Total,413,150909,273.7,247.9,301.3,
Chlamydia,Imperial,2004,Female,278,74201,374.7,332,421.3,
Chlamydia,Imperial,2004,Male,80,79736,100.3,79.6,124.9,
Chlamydia,Imperial,2004,Total,360,153937,233.9,210.3,259.3,
Chlamydia,Imperial,2005,Female,323,76126,424.3,379.4,473.1,
Chlamydia,Imperial,2005,Male,70,81531,85.9,66.9,108.5,
Chlamydia,Imperial,2005,Total,401,157657,254.4,230.1,280.5,
Chlamydia,Imperial,2006,Female,457,78596,581.5,529.5,637.1,
Chlamydia,Imperial,2006,Male,128,83936,152.5,127.2,181.3,
Chlamydia,Imperial,2006,Total,587,162532,361.2,332.6,391.5,
Chlamydia,Imperial,2007,Female,538,80846,665.5,610.6,723.9,
Chlamydia,Imperial,2007,Male,138,86048,160.4,134.8,189.4,
Chlamydia,Imperial,2007,Total,680,166894,407.4,377.4,439.2,
Chlamydia,Imperial,2008,Female,511,82512,619.3,566.9,675.2,
Chlamydia,Imperial,2008,Male,159,87592,181.5,154.4,212,
Chlamydia,Imperial,2008,Total,673,170104,395.6,366.4,426.6,
Chlamydia,Imperial,2009,Female,479,84166,569.1,519.4,622.3,
Chlamydia,Imperial,2009,Male,141,89075,158.3,133.3,186.7,
Chlamydia,Imperial,2009,Total,620,173241,357.9,330.3,387.1,
Chlamydia,Imperial,2010,Female,507,85296,594.4,543.9,648.3,
Chlamydia,Imperial,2010,Male,149,89904,165.7,140.2,194.6,
Chlamydia,Imperial,2010,Total,657,175200,375,346.9,404.7,
Chlamydia,Imperial,2011,Female,562,86698,648.2,595.9,703.9,
Chlamydia,Imperial,2011,Male,172,91094,188.8,161.7,219.2,
Chlamydia,Imperial,2011,Total,735,177792,413.4,384.1,444.3,
Chlamydia,Imperial,2012,Female,450,88076,510.9,464.9,560.2,
Chlamydia,Imperial,2012,Male,126,91326,138,114.9,164.2,
Chlamydia,Imperial,2012,Total,576,179402,321.1,295.4,348.3,
Chlamydia,Imperial,2013,Female,461,88941,518.3,472.2,567.7,
Chlamydia,Imperial,2013,Male,129,91326,141.3,117.9,167.8,
Chlamydia,Imperial,2013,Total,590,180267,327.3,301.5,354.8,
Chlamydia,Imperial,2014,Female,561,90269,621.5,571.2,674.9,
Chlamydia,Imperial,2014,Male,150,92720,161.8,136.9,189.8,
Chlamydia,Imperial,2014,Total,713,182989,389.6,361.6,419.3,
Chlamydia,Imperial,2015,Female,594,91112,651.9,600.7,706.4,
Chlamydia,Imperial,2015,Male,143,93960,152.2,128.3,179.3,
Chlamydia,Imperial,2015,Total,737,185072,398.2,370,428,
Chlamydia,Imperial,2016,Female,694,91854,755.5,700.6,813.7,
Chlamydia,Imperial,2016,Male,178,94666,188,161.4,217.7,
Chlamydia,Imperial,2016,Total,874,186520,468.6,438.1,500.6,
Chlamydia,Imperial,2017,Female,798,92897,859,800.7,920.5,
Chlamydia,Imperial,2017,Male,175,95753,182.8,156.7,211.9,
Chlamydia,Imperial,2017,Total,981,188650,520,488.1,553.5,
Chlamydia,Inyo,2001,Female,,9239,,,,s
Chlamydia,Inyo,2001,Male,,8968,,,,s
Chlamydia,Inyo,2001,Total,20,18207,109.8,67.1,169.6,
Chlamydia,Inyo,2002,Female,,9327,,,,s
Chlamydia,Inyo,2002,Male,,9088,,,,s
Chlamydia,Inyo,2002,Total,15,18415,81.5,45.6,134.3,
Chlamydia,Inyo,2003,Female,,9356,,,,s
Chlamydia,Inyo,2003,Male,,9151,,,,s
Chlamydia,Inyo,2003,Total,23,18507,124.3,78.8,186.4,
Chlamydia,Inyo,2004,Female,,9366,,,,s
Chlamydia,Inyo,2004,Male,,9193,,,,s
Chlamydia,Inyo,2004,Total,37,18559,199.4,140.4,274.7,
Chlamydia,Inyo,2005,Female,,9309,,,,s
Chlamydia,Inyo,2005,Male,,9154,,,,s
Chlamydia,Inyo,2005,Total,18,18463,97.5,57.8,154,
Chlamydia,Inyo,2006,Female,,9267,,,,s
Chlamydia,Inyo,2006,Male,,9154,,,,s
Chlamydia,Inyo,2006,Total,28,18421,152,101,219.6,
Chlamydia,Inyo,2007,Female,,9261,,,,s
Chlamydia,Inyo,2007,Male,,9186,,,,s
Chlamydia,Inyo,2007,Total,31,18447,168,114.2,238.4,
Chlamydia,Inyo,2008,Female,30,9209,325.8,219.9,464.7,
Chlamydia,Inyo,2008,Male,13,9174,141.7,75.5,242.2,
Chlamydia,Inyo,2008,Total,46,18383,250.2,183.3,333.6,
Chlamydia,Inyo,2009,Female,,9205,,,,s
Chlamydia,Inyo,2009,Male,,9243,,,,s
Chlamydia,Inyo,2009,Total,26,18448,140.9,92.1,206.4,
Chlamydia,Inyo,2010,Female,,9192,,,,s
Chlamydia,Inyo,2010,Male,,9347,,,,s
Chlamydia,Inyo,2010,Total,33,18539,178,122.6,249.9,
Chlamydia,Inyo,2011,Female,,9172,,,,s
Chlamydia,Inyo,2011,Male,,9364,,,,s
Chlamydia,Inyo,2011,Total,31,18536,167.2,113.7,237.3,
Chlamydia,Inyo,2012,Female,53,9190,576.7,432.3,753.7,
Chlamydia,Inyo,2012,Male,15,9379,159.9,89.5,263.6,
Chlamydia,Inyo,2012,Total,68,18569,366.2,284.5,464,
Chlamydia,Inyo,2013,Female,54,9193,587.4,441.6,765.7,
Chlamydia,Inyo,2013,Male,22,9392,234.2,146.9,354.4,
Chlamydia,Inyo,2013,Total,76,18585,408.9,322.3,511.6,
Chlamydia,Inyo,2014,Female,47,9224,509.5,374.6,677,
Chlamydia,Inyo,2014,Male,12,9402,127.6,66,222.8,
Chlamydia,Inyo,2014,Total,60,18626,322.1,245.9,414.5,
Chlamydia,Inyo,2015,Female,43,9228,466,337.4,627.2,
Chlamydia,Inyo,2015,Male,12,9412,127.5,65.9,222.6,
Chlamydia,Inyo,2015,Total,55,18640,295.1,222.4,383.9,
Chlamydia,Inyo,2016,Female,58,9239,627.8,477,810.8,
Chlamydia,Inyo,2016,Male,16,9419,169.9,97.1,275.7,
Chlamydia,Inyo,2016,Total,74,18658,396.6,311.6,497.7,
Chlamydia,Inyo,2017,Female,30,9215,325.6,219.8,464.4,
Chlamydia,Inyo,2017,Male,14,9377,149.3,81.6,250.4,
Chlamydia,Inyo,2017,Total,45,18592,242,176.6,323.7,
Chlamydia,Kern,2001,Female,2226,330250,674,646.4,702.5,
Chlamydia,Kern,2001,Male,585,349424,167.4,154.1,181.5,
Chlamydia,Kern,2001,Total,2813,679674,413.9,398.8,429.4,
Chlamydia,Kern,2002,Female,2265,338203,669.7,642.5,697.8,
Chlamydia,Kern,2002,Male,615,358301,171.6,158.4,185.7,
Chlamydia,Kern,2002,Total,2888,696504,414.6,399.7,430,
Chlamydia,Kern,2003,Female,2585,348293,742.2,714,771.3,
Chlamydia,Kern,2003,Male,819,369504,221.6,206.7,237.3,
Chlamydia,Kern,2003,Total,3408,717797,474.8,459,491,
Chlamydia,Kern,2004,Female,2653,358829,739.3,711.6,767.9,
Chlamydia,Kern,2004,Male,1042,381193,273.4,257,290.4,
Chlamydia,Kern,2004,Total,3699,740022,499.9,483.9,516.2,
Chlamydia,Kern,2005,Female,2745,369284,743.3,715.9,771.6,
Chlamydia,Kern,2005,Male,1247,392688,317.6,300.2,335.7,
Chlamydia,Kern,2005,Total,4003,761972,525.3,509.2,541.8,
Chlamydia,Kern,2006,Female,2760,380855,724.7,698,752.1,
Chlamydia,Kern,2006,Male,1306,405365,322.2,305,340.1,
Chlamydia,Kern,2006,Total,4083,786220,519.3,503.6,535.5,
Chlamydia,Kern,2007,Female,2913,390363,746.2,719.5,773.7,
Chlamydia,Kern,2007,Male,1718,415435,413.5,394.3,433.5,
Chlamydia,Kern,2007,Total,4637,805798,575.5,559.1,592.2,
Chlamydia,Kern,2008,Female,3061,397224,770.6,743.6,798.3,
Chlamydia,Kern,2008,Male,2542,422667,601.4,578.3,625.2,
Chlamydia,Kern,2008,Total,5612,819891,684.5,666.7,702.6,
Chlamydia,Kern,2009,Female,2944,402699,731.1,705,757.9,
Chlamydia,Kern,2009,Male,2250,428435,525.2,503.7,547.3,
Chlamydia,Kern,2009,Total,5195,831134,625.1,608.2,642.2,
Chlamydia,Kern,2010,Female,3028,407429,743.2,717.1,770,
Chlamydia,Kern,2010,Male,2238,434108,515.5,494.5,537.3,
Chlamydia,Kern,2010,Total,5271,841537,626.4,609.6,643.4,
Chlamydia,Kern,2011,Female,3430,412191,832.1,804.6,860.3,
Chlamydia,Kern,2011,Male,2186,437306,499.9,479.2,521.2,
Chlamydia,Kern,2011,Total,5619,849497,661.5,644.3,678.9,
Chlamydia,Kern,2012,Female,3890,418002,930.6,901.7,960.2,
Chlamydia,Kern,2012,Male,2138,439806,486.1,465.8,507.1,
